player_id,name,club,years,matches,goals,url,birthdate
23,henning svensson,IFK Göteborg,"1920,1921,1922,1923,1924",16,0,https://goteborgsalliansen.se/spelare/Henning-Svensson_23,1891-10-13
283,ingvar svensson,IFK Göteborg,"1964,1965,1968",4,0,https://goteborgsalliansen.se/spelare/Ingvar-Svensson_283,1939-12-16
140,mårten svensson,Örgryte IS,"1937,1938",2,0,https://goteborgsalliansen.se/spelare/M%C3%A5rten-Svensson_140,1917-10-11
369,ola svensson,IFK Göteborg,1993,1,0,https://goteborgsalliansen.se/spelare/Ola-Svensson_369,1964-04-06
21,torsten svensson,GAIS,"1921,1922,1923,1925,1927",9,7,https://goteborgsalliansen.se/spelare/Torsten-Svensson_21,1901-10-08
138,Åke tholander,GAIS,1936,1,1,https://goteborgsalliansen.se/spelare/%C3%85ke-Tholander_138,1914-10-21
111,karl thorin,Örgryte IS,"1931,1932",4,0,https://goteborgsalliansen.se/spelare/Karl-Thorin_111,1904-05-30
193,curt thorstensson,GAIS,"1948,1949,1950,1952,1953",8,0,https://goteborgsalliansen.se/spelare/Curt-Thorstensson_193,1925-01-07
90,bertil thulin,GAIS,"1926,1929",2,1,https://goteborgsalliansen.se/spelare/Bertil-Thulin_90,1903-05-16
5,konrad törnqvist,IFK Göteborg,1921,3,0,https://goteborgsalliansen.se/spelare/Konrad-T%C3%B6rnqvist_5,1888-07-17
212,bengt vikström,Örgryte IS,1950,1,0,https://goteborgsalliansen.se/spelare/Bengt-Vikstr%C3%B6m_212,1927-10-22
299,berth wåhlin,Örgryte IS,1967,1,0,https://goteborgsalliansen.se/spelare/Berth-W%C3%A5hlin_299,1941-04-08
124,bror wahlström,GAIS,1934,2,0,https://goteborgsalliansen.se/spelare/Bror-Wahlstr%C3%B6m_124,1907-03-03
375,jens wålemark,Örgryte IS,1993,1,0,https://goteborgsalliansen.se/spelare/Jens-W%C3%A5lemark_375,1966-07-31
291,lennart wallin,IFK Göteborg,"1965,1966,1967,1968",4,0,https://goteborgsalliansen.se/spelare/Lennart-Wallin_291,1942-09-29
115,viktor wallin,IFK Göteborg,1932,1,0,https://goteborgsalliansen.se/spelare/Viktor-Wallin_115,1911-12-30
289,leif wendt,GAIS,"1965,1966",3,1,https://goteborgsalliansen.se/spelare/Leif-Wendt_289,1942-03-05
1,gunnar wenzel,IFK Göteborg,1921,3,0,https://goteborgsalliansen.se/spelare/Gunnar-Wenzel_1,1898-09-27
18,rune wenzel,GAIS,"1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931",41,4,https://goteborgsalliansen.se/spelare/Rune-Wenzel_18,1901-01-04
132,gustaf werner,IFK Göteborg,1936,2,0,https://goteborgsalliansen.se/spelare/Gustaf-Werner_132,1911-11-27
334,kenneth wessberg,GAIS,"1974,1975",2,1,https://goteborgsalliansen.se/spelare/Kenneth-Wessberg_334,1950-04-25
260,rolf wetterlind,Örgryte IS,"1960,1961,1962,1964,1965",11,0,https://goteborgsalliansen.se/spelare/Rolf-Wetterlind_260,1933-04-12
257,lennart wing,Örgryte IS,"1959,1960,1961,1962,1963,1964,1967,1968",12,0,https://goteborgsalliansen.se/spelare/Lennart-Wing_257,1935-08-07
251,nils wiréen,GAIS,1957,1,0,https://goteborgsalliansen.se/spelare/Nils-Wir%C3%A9en_251,1936-07-13
370,leif ytterell,Örgryte IS,1993,1,0,https://goteborgsalliansen.se/spelare/Leif-Ytterell_370,1964-11-25
14,gunnar zacharoff,GAIS,"1927,1928,1929,1930,1931,1932,1935",13,0,https://goteborgsalliansen.se/spelare/Gunnar-Zacharoff_14,1902-01-06
76,harry zachrisson,Örgryte IS,"1929,1930,1931,1932,1933,1934,1935,1936",20,0,https://goteborgsalliansen.se/spelare/Harry-Zachrisson_76,1906-06-21
22,robert zander,Örgryte IS,"1920,1921,1922,1923,1925,1926",27,0,https://goteborgsalliansen.se/spelare/Robert-Zander_22,1895-09-18
